,wavelength,signal
0,400.0,0.036533305922227644
1,400.40040040040043,0.03655935073414946
2,400.8008008008008,0.03658659721182722
3,401.20120120120123,0.03661509533950878
4,401.6016016016016,0.03664489690426786
5,402.00200200200203,0.036676055547772084
6,402.4024024024024,0.036708626818926136
7,402.80280280280283,0.03674266822737551
8,403.2032032032032,0.03677823929785489
9,403.60360360360363,0.036815401625363016
10,404.004004004004,0.03685421893114418
11,404.40440440440443,0.03689475711945437
12,404.8048048048048,0.03693708433508811
13,405.20520520520523,0.036981271021639686
14,405.6056056056056,0.03702738998047058
15,406.00600600600603,0.0370755164303524
16,406.4064064064064,0.0371257280677524
17,406.80680680680683,0.03717810512772618
18,407.2072072072072,0.03723273044537989
19,407.60760760760763,0.03728968951786156
20,408.008008008008,0.03734907056683859
21,408.40840840840843,0.03741096460141609
22,408.8088088088088,0.037475465481447624
23,409.20920920920923,0.037542669981187604
24,409.6096096096096,0.03761267785323136
25,410.01001001001003,0.03768559189268653
26,410.4104104104104,0.03776151800151598
27,410.81081081081084,0.03784056525299007
28,411.2112112112112,0.037922845956182484
29,411.61161161161164,0.038008475720441554
30,412.012012012012,0.038097573519765046
31,412.41241241241244,0.03819026175700421
32,412.8128128128128,0.0382866663278189
33,413.21321321321324,0.038386916684303114
34,413.6136136136136,0.03849114589819649
35,414.01401401401404,0.03859949072359481
36,414.4144144144144,0.03871209165906846
37,414.81481481481484,0.03882909300909547
38,415.2152152152152,0.03895064294471173
39,415.61561561561564,0.039076893563278495
40,416.016016016016,0.039208000947263066
41,416.41641641641644,0.039344125221926804
42,416.8168168168168,0.03948543061180945
43,417.21721721721724,0.039632085495897744
44,417.6176176176176,0.03978426246136103
45,418.01801801801804,0.039942138355735395
46,418.4184184184184,0.040105894337433036
47,418.81881881881884,0.04027571592445207
48,419.2192192192192,0.0404517930411577
49,419.61961961961964,0.04063432006300392
50,420.02002002002,0.04082349585906091
51,420.42042042042044,0.041019523832211816
52,420.8208208208208,0.04122261195687851
53,421.22122122122124,0.04143297281413491
54,421.6216216216216,0.041650823624062014
55,422.02202202202204,0.04187638627519884
56,422.4224224224224,0.04210988735093857
57,422.82282282282284,0.04235155815271956
58,423.2232232232232,0.04260163471985656
59,423.62362362362364,0.04286035784585801
60,424.024024024024,0.043127973091070956
61,424.42442442442444,0.04340473079149636
62,424.8248248248248,0.04369088606361353
63,425.22522522522524,0.043986698805053556
64,425.6256256256256,0.0442924336909586
65,426.02602602602605,0.04460836016586499
66,426.4264264264264,0.04493475243094537
67,426.82682682682685,0.04527188942644722
68,427.2272272272272,0.04562005480916209
69,427.62762762762765,0.045979536924762886
70,428.028028028028,0.046350628774844034
71,428.42842842842845,0.04673362797850256
72,428.8288288288288,0.04712883672829622
73,429.22922922922925,0.04753656174041883
74,429.6296296296296,0.047957114198931144
75,430.03003003003005,0.04839080969389058
76,430.4304304304304,0.04883796815322152
77,430.83083083083085,0.04929891376817375
78,431.2312312312312,0.049773974912215455
79,431.63163163163165,0.05026348405321382
80,432.032032032032,0.050767777658755335
81,432.43243243243245,0.051287196094465914
82,432.8328328328328,0.05182208351518984
83,433.23323323323325,0.052372787748895776
84,433.6336336336336,0.05293966017317755
85,434.03403403403405,0.0535230555842271
86,434.4344344344344,0.0541233320581574
87,434.83483483483485,0.054740850804563534
88,435.2352352352352,0.05537597601221101
89,435.63563563563565,0.05602907468675189
90,436.036036036036,0.05670051648037027
91,436.43643643643645,0.0573906735132719
92,436.8368368368368,0.058099920186933274
93,437.23723723723725,0.058828632989040064
94,437.6376376376376,0.05957719029004662
95,438.03803803803805,0.060345972131302154
96,438.4384384384384,0.06113536000469296
97,438.83883883883885,0.06194573662376439
98,439.2392392392392,0.06277748568629027
99,439.63963963963965,0.06363099162827314
100,440.04004004004,0.06450663936936288
101,440.44044044044045,0.0654048140496984
102,440.8408408408408,0.0663259007581806
103,441.24124124124126,0.06727028425220402
104,441.6416416416416,0.06823834866887823
105,442.04204204204206,0.06923047722778951
106,442.4424424424424,0.07024705192535759
107,442.84284284284286,0.07128845322086388
108,443.2432432432432,0.07235505971422965
109,443.64364364364366,0.07344724781564733
110,444.044044044044,0.07456539140716953
111,444.44444444444446,0.07570986149638548
112,444.84484484484483,0.07688102586231714
113,445.24524524524526,0.078079248693692
114,445.64564564564563,0.07930489021975323
115,446.04604604604606,0.08055830633379282
116,446.44644644644643,0.08183984820959679
117,446.84684684684686,0.08314986191101761
118,447.24724724724723,0.08448868799489234
119,447.64764764764766,0.08585666110755111
