,x,y
0.0,1.220731062078371,0.08369148596581916
1.0001000100010001e-07,0.948509243609188,-0.1974083974128229
2.0002000200020003e-07,0.8850775707330273,-0.11211925641227845
3.0003000300030004e-07,0.8584554447306483,0.11670155908836435
4.0004000400040005e-07,1.2097095477671722,0.4515988287229432
5.000500050005001e-07,0.931599514048425,-0.10479677821168655
6.000600060006001e-07,1.115153251999831,-0.07592484335633763
7.000700070007001e-07,0.905652147071235,0.051979830586171505
8.000800080008001e-07,0.7746487689194086,-0.050833875225231
9.000900090009001e-07,1.3972563009885406,0.2999020931664873
1.0001000100010001e-06,1.2010281891158852,0.7764309834505139
1.1001100110011001e-06,1.2493960045980315,0.05832051359109683
1.2001200120012002e-06,1.45140361199709,0.17122568110325695
1.3001300130013002e-06,1.455433877944402,0.19828374097254622
1.4001400140014002e-06,0.7278223265793932,0.1627702799143081
1.5001500150015002e-06,0.6833202162244257,-0.17614995509237907
1.6001600160016002e-06,0.9845605283345713,0.47925423101577325
1.7001700170017002e-06,0.9363017130128489,0.3392460529267625
1.8001800180018002e-06,1.0611827600448804,0.3422870312524257
1.9001900190019003e-06,0.7709722078903556,0.03866467474705548
2.0002000200020003e-06,0.7112256013537688,-0.0009468629942714357
2.1002100210021003e-06,0.8298712737049105,0.5196674973546871
2.2002200220022003e-06,0.8957667501345977,0.4205454204757189
2.3002300230023003e-06,1.0875589500644063,0.5452487048247393
2.4002400240024003e-06,0.8437454843739531,0.3981751468025651
2.5002500250025003e-06,0.8148755427554438,0.37906683448268613
2.6002600260026003e-06,0.7776921569195749,0.5633147929409095
2.7002700270027004e-06,1.1682982625978307,0.6147069076447205
2.8002800280028004e-06,0.7658576844393238,0.7191661038194379
2.9002900290029004e-06,1.3442033889520062,0.6446981147222907
3.0003000300030004e-06,0.8397248945542722,0.536968910305369
3.1003100310031004e-06,0.5493538116881829,0.6582229095787014
3.2003200320032004e-06,0.6573020833733627,0.8816679825427737
3.3003300330033004e-06,0.7276562985189708,0.31683728516936854
3.4003400340034005e-06,0.857327299880565,0.25664428097829617
3.5003500350035005e-06,0.74801646433995,0.8754647057754485
3.6003600360036005e-06,0.5856900081037236,0.4841950650746446
3.7003700370037005e-06,0.6925026285302166,0.7355056180603019
3.8003800380038005e-06,0.47436100840223566,0.7214872236316653
3.9003900390039005e-06,0.6509654803709977,0.745923740518247
4.0004000400040005e-06,0.6669164210267096,0.8584592563316517
4.1004100410041005e-06,0.6056529661229763,0.9049197305232373
4.2004200420042006e-06,0.40538156395052183,0.985841395629454
4.3004300430043006e-06,0.858565247438295,0.5824638441901154
4.400440044004401e-06,1.0016854212640005,0.5742039870211904
4.500450045004501e-06,0.6803413089888941,0.5028305821353285
4.600460046004601e-06,0.5384624450290483,0.6777517408712327
4.700470047004701e-06,1.0978664156048374,0.8916970125548882
4.800480048004801e-06,0.2940270379366471,0.5223702277464685
4.900490049004901e-06,0.6710349083597591,0.6719025999575768
5.000500050005001e-06,0.2023131087985549,1.0077623816616768
5.100510051005101e-06,0.7570709465459009,0.45274082977504776
